file,Time,AUC-PR,AUC-ROC,VUS-PR,VUS-ROC,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F
001_NAB_id_1_Facility_tr_1007_1st_2014.csv,1.753035545349121,0.5665142913353902,0.8411869241033879,0.564224722690468,0.8443811740912857,0.5303820871430354,1.0,0.9999999999999996,0.6169470999467881,0.9660505157051957
002_NAB_id_2_WebService_tr_1500_1st_4106.csv,27.68638324737549,0.06148798495641474,0.18016082636098085,0.0621117042244202,0.18199318010119234,0.19396901578831816,0.4739583333333333,0.19394123915360006,0.32939356534238695,0.6735042518433718
005_NAB_id_5_Traffic_tr_594_1st_1645.csv,1.2648568153381348,0.07356335601986945,0.3714768485628722,0.07731038751860762,0.3903122773845029,0.18279403805417035,0.5010526315789474,0.1827255278310939,0.3107006374969906,0.670986016575492
006_NAB_id_6_Traffic_tr_2579_1st_5839.csv,4.350834369659424,0.8679845303588098,0.9775320428066604,0.8656099887042242,0.9818298220065098,0.7778314495481575,0.8888888888888888,0.8888888888888884,0.761652881197642,0.8840574542292352
008_NAB_id_8_Synthetic_tr_1007_1st_2734.csv,1.6231350898742676,0.46836144653813844,0.8564740365409108,0.5005120187498149,0.8765971723565066,0.6790532405024428,0.9115646258503401,0.8387096774193542,0.5760307000934132,0.9076735321368781
009_NAB_id_9_Traffic_tr_500_1st_438.csv,1.7993669509887695,0.07851322361107443,0.41604541559554414,0.08913208371672815,0.45031732148132103,0.22418067683893061,0.41025641025641024,0.22142491030240882,0.28929214876316134,0.7106874845800063
010_NAB_id_10_WebService_tr_500_1st_271.csv,2.0497047901153564,0.1476584815104679,0.551785940870448,0.2636842756217928,0.6218508637660781,0.34833834013317366,0.3884514435695538,0.34846625766871137,0.5791636981038057,0.7019964142494518
011_NAB_id_11_Facility_tr_1007_1st_1526.csv,2.6844077110290527,0.07007672501982715,0.20378014944087192,0.0887922610298522,0.29868455493410684,0.21231613134674088,0.5602836879432624,0.21198568872987458,0.1418855355401049,0.8029537738908402
013_NAB_id_13_Traffic_tr_623_1st_2084.csv,2.7448484897613525,0.05470258214577463,0.09224643093097407,0.0687829224861582,0.17841148511322366,0.18322700201256759,0.2016260162601626,0.18262476894639537,0.45280644558040894,0.833420439387866
014_NAB_id_14_WebService_tr_500_1st_1045.csv,0.9097490310668945,0.16625891953956112,0.6714706441193237,0.16787137784095055,0.6780894674276948,0.2920309343622262,0.881159420289855,0.36363636363636326,0.3411371237458194,0.685623116106339
015_NAB_id_15_Synthetic_tr_1007_1st_2787.csv,2.7945051193237305,0.9999886299943773,0.9999983377051687,0.9999934411328985,0.9999995169280896,0.998049474752145,1.0,0.9999999999999996,0.9976553341148886,0.9999978238777187
016_NAB_id_16_Environment_tr_1816_1st_3540.csv,2.3927419185638428,0.08495374529722158,0.42046441100513304,0.0852431427015055,0.3914691861910185,0.1834310019336894,0.5073580939032937,0.18356344510190645,0.28140237404935653,0.7392637031635252
